hours-per-week,capital-loss,capital-gain,sex,race,relationship,occupation,marital-status,education-num,education,fnlwgt,workclass,age,income
40,0,0,Male,White,Husband,Sales,Married-civ-spouse,10,Some-college,138714,Self-emp-not-inc,77,<=50K
40,0,0,Female,White,Not-in-family,Tech-support,Never-married,10,Some-college,423158,Private,29,<=50K
24,0,0,Female,White,Not-in-family,Other-service,Widowed,9,HS-grad,159841,Private,62,<=50K
40,0,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,9,HS-grad,174308,Self-emp-not-inc,39,<=50K
50,1485,0,Male,White,Husband,Craft-repair,Married-civ-spouse,10,Some-college,50356,Private,43,<=50K
45,0,0,Male,White,Not-in-family,Transport-moving,Divorced,9,HS-grad,186110,Private,35,<=50K
40,0,0,Female,White,Not-in-family,Exec-managerial,Never-married,7,11th,200381,Private,29,<=50K
10,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,14,Masters,174309,Self-emp-not-inc,76,<=50K
45,0,0,Male,White,Husband,Farming-fishing,Married-civ-spouse,9,HS-grad,78383,Self-emp-not-inc,63,<=50K
50,1887,0,Female,White,Wife,Prof-specialty,Married-civ-spouse,10,Some-college,187728,Private,43,>50K
40,0,0,Male,White,Husband,Handlers-cleaners,Married-civ-spouse,9,HS-grad,321171,Self-emp-not-inc,58,<=50K
55,0,2050,Male,White,Not-in-family,Transport-moving,Never-married,9,HS-grad,127921,Private,66,<=50K
45,0,0,Male,Black,Not-in-family,Craft-repair,Never-married,10,Some-college,206565,Private,41,<=50K
40,0,0,Male,White,Not-in-family,Adm-clerical,Never-married,13,Bachelors,224563,Private,26,<=50K
40,0,0,Male,White,Not-in-family,Other-service,Never-married,11,Assoc-voc,178686,Private,47,<=50K
40,0,0,Male,White,Husband,Adm-clerical,Married-civ-spouse,6,10th,98545,Local-gov,55,<=50K
40,0,0,Male,White,Husband,Transport-moving,Married-civ-spouse,9,HS-grad,242606,Private,53,<=50K
40,0,0,Male,White,Other-relative,Craft-repair,Never-married,9,HS-grad,94235,Private,30,<=50K
60,0,0,Male,White,Not-in-family,Prof-specialty,Never-married,14,Masters,71195,Private,49,<=50K
40,0,0,Male,Black,Husband,Other-service,Married-civ-spouse,9,HS-grad,261192,Private,45,<=50K
40,0,0,Male,White,Not-in-family,Sales,Never-married,12,Assoc-acdm,94936,Private,26,<=50K
40,0,7298,Male,White,Husband,Craft-repair,Married-civ-spouse,11,Assoc-voc,296478,Private,38,>50K
40,0,7298,Male,White,Husband,Protective-serv,Married-civ-spouse,9,HS-grad,119272,State-gov,36,>50K
20,0,0,Male,White,Not-in-family,Farming-fishing,Never-married,9,HS-grad,85043,Private,33,<=50K
40,0,0,Female,Black,Own-child,Protective-serv,Never-married,10,Some-college,293364,State-gov,22,<=50K
42,0,0,Male,White,Not-in-family,Sales,Never-married,13,Bachelors,241895,Self-emp-not-inc,43,<=50K
25,0,0,Male,White,Own-child,Prof-specialty,Never-married,13,Bachelors,156464,Private,31,<=50K
40,0,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,13,Bachelors,117963,Private,33,>50K
40,0,0,Male,White,Husband,Other-service,Married-civ-spouse,9,HS-grad,192262,Private,26,<=50K
40,0,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,13,Bachelors,111363,Private,33,>50K
30,0,0,Male,White,Husband,Transport-moving,Married-civ-spouse,7,11th,329752,Local-gov,46,<=50K
40,0,0,Male,White,Husband,Adm-clerical,Married-civ-spouse,9,HS-grad,95432,Federal-gov,38,>50K
40,0,0,Male,Other,Unmarried,Other-service,Widowed,7,11th,161400,Private,65,<=50K
40,0,0,Male,White,Husband,Tech-support,Married-civ-spouse,11,Assoc-voc,96129,Private,40,>50K
35,0,0,Female,White,Wife,Adm-clerical,Married-civ-spouse,9,HS-grad,111949,Private,42,<=50K
24,0,0,Female,White,Wife,Other-service,Married-civ-spouse,6,10th,348022,Private,36,<=50K
40,0,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,14,Masters,270092,Private,62,>50K
45,0,0,Male,White,Husband,Transport-moving,Married-civ-spouse,13,Bachelors,180609,Private,43,<=50K
45,1564,0,Male,White,Not-in-family,Exec-managerial,Divorced,13,Bachelors,174575,Private,43,>50K
55,0,0,Male,White,Not-in-family,Sales,Married-spouse-absent,9,HS-grad,410439,Private,22,<=50K
40,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,9,HS-grad,92262,Private,28,<=50K
45,0,0,Male,White,Husband,Sales,Married-civ-spouse,10,Some-college,183081,Self-emp-not-inc,56,<=50K
15,0,0,Female,White,Not-in-family,Sales,Never-married,12,Assoc-acdm,362589,Private,22,<=50K
45,0,0,Female,White,Not-in-family,Exec-managerial,Divorced,13,Bachelors,212448,Private,57,>50K
40,0,0,Female,White,Unmarried,Sales,Divorced,9,HS-grad,481060,Private,39,<=50K
15,0,0,Female,White,Unmarried,Adm-clerical,Never-married,10,Some-college,185885,Federal-gov,26,<=50K
10,0,0,Male,White,Own-child,Other-service,Never-married,7,11th,89821,Private,17,<=50K
38,0,0,Male,White,Husband,Machine-op-inspct,Married-civ-spouse,11,Assoc-voc,184018,State-gov,40,>50K
40,0,0,Male,Black,Husband,Machine-op-inspct,Married-civ-spouse,9,HS-grad,256649,Private,45,<=50K
40,0,0,Male,Black,Not-in-family,Craft-repair,Never-married,9,HS-grad,160323,Private,44,<=50K
10,0,0,Female,White,Own-child,Adm-clerical,Never-married,10,Some-college,350845,Local-gov,20,<=50K
40,0,0,Female,White,Wife,Craft-repair,Married-civ-spouse,9,HS-grad,267404,Private,33,<=50K
40,0,0,Male,White,Not-in-family,Sales,Never-married,10,Some-college,35633,Private,23,<=50K
30,0,0,Male,White,Not-in-family,Exec-managerial,Divorced,14,Masters,80914,Self-emp-not-inc,46,<=50K
50,0,0,Male,White,Husband,Sales,Married-civ-spouse,9,HS-grad,172927,Private,38,<=50K
40,0,0,Male,White,Not-in-family,Transport-moving,Divorced,9,HS-grad,174319,Private,54,<=50K
45,2339,0,Female,White,Not-in-family,Craft-repair,Divorced,3,5th-6th,214955,Private,46,<=50K
40,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,10,Some-college,344991,Private,25,<=50K
40,0,0,Female,White,Not-in-family,Sales,Divorced,10,Some-college,108699,Private,46,<=50K
40,0,0,Female,White,Wife,Transport-moving,Married-civ-spouse,10,Some-college,117312,Local-gov,36,<=50K
25,0,0,Female,White,Not-in-family,Other-service,Never-married,9,HS-grad,396099,Private,23,<=50K
40,0,0,Male,White,Not-in-family,Machine-op-inspct,Separated,9,HS-grad,134152,Private,29,<=50K
6,2415,0,Female,White,Wife,Adm-clerical,Married-civ-spouse,10,Some-college,162028,Private,44,>50K
16,0,0,Female,White,Own-child,Adm-clerical,Never-married,10,Some-college,25429,Private,19,<=50K
40,0,0,Female,White,Other-relative,Other-service,Never-married,9,HS-grad,232392,Private,19,<=50K
40,0,0,Female,White,Wife,Other-service,Married-civ-spouse,9,HS-grad,220098,Private,35,>50K
50,0,0,Male,White,Not-in-family,Craft-repair,Never-married,13,Bachelors,301302,Private,27,<=50K
40,0,0,Male,White,Not-in-family,Craft-repair,Separated,12,Assoc-acdm,277946,Self-emp-not-inc,46,<=50K
35,0,0,Female,White,Not-in-family,Other-service,Never-married,9,HS-grad,196164,Private,34,<=50K
40,0,0,Male,White,Husband,Tech-support,Married-civ-spouse,10,Some-college,115562,Private,44,<=50K
40,0,0,Female,White,Unmarried,Handlers-cleaners,Divorced,10,Some-college,96975,Private,45,<=50K
55,0,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,13,Bachelors,86872,Private,25,>50K
50,0,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,13,Bachelors,132178,Self-emp-inc,52,>50K
40,0,0,Male,White,Own-child,Handlers-cleaners,Never-married,10,Some-college,416103,Private,20,<=50K
40,0,0,Female,White,Not-in-family,Other-service,Never-married,10,Some-college,108574,Private,28,<=50K
40,0,0,Male,White,Husband,Protective-serv,Married-civ-spouse,13,Bachelors,288353,State-gov,50,>50K
64,0,0,Female,White,Not-in-family,Tech-support,Divorced,11,Assoc-voc,227689,Private,34,<=50K
65,1977,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,14,Masters,445382,Private,41,>50K
40,0,0,Male,White,Husband,Adm-clerical,Married-civ-spouse,9,HS-grad,110145,Private,28,<=50K
25,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,9,HS-grad,317253,Self-emp-not-inc,46,<=50K
50,0,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,10,Some-college,364657,Private,32,<=50K
24,0,0,Female,Black,Not-in-family,Other-service,Divorced,10,Some-college,42346,Local-gov,41,<=50K
40,0,0,Female,Black,Unmarried,Handlers-cleaners,Never-married,9,HS-grad,241951,Private,24,<=50K
40,0,0,Female,White,Unmarried,Exec-managerial,Divorced,10,Some-college,118500,Private,33,<=50K
60,0,15024,Male,White,Husband,Exec-managerial,Married-civ-spouse,16,Doctorate,188386,Private,46,>50K
40,0,0,Male,White,Husband,Machine-op-inspct,Married-civ-spouse,10,Some-college,1033222,State-gov,31,<=50K
50,0,0,Male,White,Not-in-family,Craft-repair,Divorced,8,12th,92440,Private,35,>50K
19,0,0,Female,White,Own-child,Other-service,Never-married,7,11th,426017,Private,30,<=50K
40,0,0,Male,Black,Not-in-family,Machine-op-inspct,Separated,7,11th,243867,Local-gov,34,<=50K
40,0,0,Female,White,Unmarried,Transport-moving,Divorced,9,HS-grad,240283,State-gov,34,<=50K
30,0,0,Male,White,Husband,Sales,Married-civ-spouse,10,Some-college,61777,Private,20,<=50K
18,0,2176,Male,White,Own-child,Handlers-cleaners,Never-married,7,11th,175024,Private,17,<=50K
40,0,0,Female,White,Wife,Exec-managerial,Married-civ-spouse,13,Bachelors,92003,State-gov,32,>50K
40,0,0,Male,White,Not-in-family,Farming-fishing,Divorced,9,HS-grad,188401,Private,29,<=50K
35,0,0,Female,White,Unmarried,Craft-repair,Never-married,6,10th,228528,Private,33,<=50K
60,0,0,Male,White,Husband,Transport-moving,Married-civ-spouse,9,HS-grad,133373,Private,25,<=50K
40,1408,0,Male,White,Not-in-family,Prof-specialty,Never-married,14,Masters,255191,Federal-gov,36,<=50K
40,0,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,9,HS-grad,222289,Self-emp-inc,63,>50K
40,0,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,14,Masters,287480,Local-gov,47,<=50K
40,0,2174,Female,White,Not-in-family,Prof-specialty,Married-spouse-absent,13,Bachelors,204116,Self-emp-not-inc,40,<=50K
25,0,0,Female,White,Wife,Other-service,Married-civ-spouse,12,Assoc-acdm,29662,Private,30,>50K
50,0,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,14,Masters,208405,Private,33,>50K
60,0,594,Male,Black,Not-in-family,Farming-fishing,Never-married,9,HS-grad,284843,Local-gov,34,<=50K
40,0,0,Female,White,Not-in-family,Protective-serv,Never-married,10,Some-college,117018,Local-gov,34,<=50K
40,0,0,Male,White,Husband,Adm-clerical,Married-civ-spouse,10,Some-college,81281,Private,23,<=50K
40,0,0,Female,White,Wife,Adm-clerical,Married-civ-spouse,10,Some-college,340148,Local-gov,42,<=50K
40,0,0,Male,White,Not-in-family,Prof-specialty,Never-married,13,Bachelors,363425,Private,29,<=50K
28,0,0,Female,White,Not-in-family,Adm-clerical,Divorced,9,HS-grad,45857,Private,45,<=50K
40,0,0,Male,White,Own-child,Armed-Forces,Never-married,9,HS-grad,191073,Federal-gov,24,<=50K
40,0,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,10,Some-college,116632,Private,44,>50K
35,0,0,Male,White,Not-in-family,Sales,Never-married,10,Some-college,298227,Private,20,<=50K
40,0,0,Female,Black,Unmarried,Exec-managerial,Widowed,9,HS-grad,290521,Private,44,<=50K
40,0,0,Male,Amer-Indian-Eskimo,Husband,Craft-repair,Married-civ-spouse,9,HS-grad,56915,Private,51,<=50K
40,0,0,Male,White,Husband,Machine-op-inspct,Married-civ-spouse,9,HS-grad,146538,Private,20,<=50K
40,0,0,Female,Black,Own-child,Machine-op-inspct,Never-married,9,HS-grad,206399,Private,19,<=50K
55,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,10,Some-college,197332,Self-emp-inc,45,>50K
40,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,9,HS-grad,245062,Private,60,>50K
40,0,0,Female,White,Wife,Sales,Married-civ-spouse,9,HS-grad,234885,Self-emp-not-inc,44,>50K
40,0,0,Male,Asian-Pac-Islander,Husband,Machine-op-inspct,Married-civ-spouse,11,Assoc-voc,72887,Private,40,>50K
40,0,0,Female,White,Wife,Exec-managerial,Married-civ-spouse,9,HS-grad,180374,Private,30,<=50K
50,0,0,Male,Black,Husband,Transport-moving,Married-civ-spouse,10,Some-college,351299,Private,38,<=50K
60,0,0,Male,White,Husband,Transport-moving,Married-civ-spouse,9,HS-grad,54012,Private,23,<=50K
40,0,0,Male,White,Own-child,Farming-fishing,Never-married,12,Assoc-acdm,116632,Private,44,<=50K
40,0,0,Male,Black,Husband,Transport-moving,Married-civ-spouse,9,HS-grad,288825,Local-gov,54,<=50K
50,0,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,13,Bachelors,132601,Private,32,<=50K
40,0,0,Male,White,Unmarried,Craft-repair,Married-spouse-absent,2,1st-4th,193374,Private,50,<=50K
20,0,0,Female,White,Not-in-family,Tech-support,Never-married,13,Bachelors,170070,Private,24,<=50K
60,0,0,Female,White,Wife,Adm-clerical,Married-civ-spouse,9,HS-grad,126708,Private,37,<=50K
40,0,0,Male,White,Unmarried,Transport-moving,Divorced,9,HS-grad,35598,Private,52,<=50K
40,0,0,Male,White,Husband,Transport-moving,Married-civ-spouse,10,Some-college,33983,Private,38,<=50K
45,1977,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,14,Masters,192776,Private,49,>50K
16,0,0,Female,White,Wife,Tech-support,Married-civ-spouse,13,Bachelors,118551,Private,30,>50K
40,0,0,Male,White,Unmarried,Prof-specialty,Never-married,10,Some-college,201965,Private,60,>50K
40,0,0,Male,White,Not-in-family,Craft-repair,Never-married,9,HS-grad,285020,Private,35,<=50K
60,0,0,Male,White,Not-in-family,Transport-moving,Never-married,9,HS-grad,303990,Private,30,<=50K
24,0,0,Female,White,Not-in-family,Other-service,Divorced,11,Assoc-voc,49401,Private,67,<=50K
40,0,0,Female,White,Not-in-family,Craft-repair,Never-married,13,Bachelors,279196,Private,46,<=50K
6,0,0,Male,White,Not-in-family,Other-service,Never-married,5,9th,211870,Private,17,<=50K
30,0,0,Male,White,Own-child,Handlers-cleaners,Never-married,10,Some-college,281432,Private,22,<=50K
40,0,0,Male,White,Not-in-family,Other-service,Never-married,6,10th,161155,Private,27,<=50K
35,0,0,Female,White,Unmarried,Other-service,Never-married,9,HS-grad,197904,Private,23,<=50K
20,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,10,Some-college,170721,Self-emp-not-inc,43,<=50K
20,0,0,Male,White,Not-in-family,Prof-specialty,Never-married,13,Bachelors,70100,State-gov,28,<=50K
40,0,0,Female,White,Unmarried,Craft-repair,Married-spouse-absent,9,HS-grad,193626,Private,41,<=50K
20,0,0,Female,Black,Own-child,Adm-clerical,Married-spouse-absent,10,Some-college,189775,Private,25,<=50K
45,0,0,Male,White,Husband,Transport-moving,Married-civ-spouse,9,HS-grad,286967,Local-gov,59,<=50K
40,0,0,Female,White,Unmarried,Prof-specialty,Divorced,13,Bachelors,164427,Local-gov,45,<=50K
60,0,15024,Male,White,Husband,Sales,Married-civ-spouse,13,Bachelors,91039,Private,38,>50K
35,0,0,Female,White,Not-in-family,Other-service,Never-married,9,HS-grad,347934,Private,40,<=50K
40,0,0,Male,White,Not-in-family,Adm-clerical,Divorced,9,HS-grad,371373,Federal-gov,46,<=50K
60,0,0,Female,White,Not-in-family,Exec-managerial,Never-married,12,Assoc-acdm,32220,Private,35,<=50K
25,0,0,Female,White,Unmarried,Prof-specialty,Divorced,9,HS-grad,187251,Private,34,<=50K
20,0,0,Male,White,Own-child,Craft-repair,Never-married,13,Bachelors,178107,Private,33,<=50K
36,0,0,Female,White,Unmarried,Adm-clerical,Divorced,9,HS-grad,343121,Private,41,<=50K
40,0,0,Male,White,Own-child,Machine-op-inspct,Never-married,10,Some-college,262749,Private,20,<=50K
35,0,0,Female,White,Not-in-family,Prof-specialty,Never-married,10,Some-college,64293,Private,26,<=50K
40,0,0,Male,White,Husband,Transport-moving,Married-civ-spouse,9,HS-grad,114060,Local-gov,62,<=50K
40,0,0,Male,White,Husband,Adm-clerical,Married-civ-spouse,10,Some-college,48925,Private,52,<=50K
40,0,0,Female,White,Not-in-family,Sales,Never-married,13,Bachelors,181054,Private,25,<=50K
40,0,0,Male,Black,Not-in-family,Exec-managerial,Never-married,13,Bachelors,388093,Private,24,<=50K
8,0,0,Male,White,Own-child,Protective-serv,Never-married,10,Some-college,249609,Private,19,<=50K
40,0,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,10,Some-college,112131,Private,43,<=50K
40,0,0,Female,Black,Unmarried,Adm-clerical,Separated,9,HS-grad,543162,Local-gov,47,<=50K
40,0,0,Female,White,Unmarried,Other-service,Divorced,9,HS-grad,91996,Private,39,<=50K
42,1380,0,Male,White,Unmarried,Handlers-cleaners,Married-spouse-absent,11,Assoc-voc,141944,Private,49,<=50K
45,0,0,Male,White,Not-in-family,Craft-repair,Never-married,11,Assoc-voc,37070,Private,32,<=50K
50,0,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,10,Some-college,337587,Private,34,>50K
45,0,0,Male,White,Not-in-family,Craft-repair,Divorced,9,HS-grad,189346,Private,28,<=50K
20,0,0,Female,Amer-Indian-Eskimo,Not-in-family,Adm-clerical,Never-married,10,Some-college,267044,Private,25,<=50K
50,0,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,13,Bachelors,108116,Private,34,>50K
80,0,15024,Male,White,Husband,Exec-managerial,Married-civ-spouse,13,Bachelors,99146,Self-emp-inc,38,>50K
50,0,7688,Male,White,Husband,Exec-managerial,Married-civ-spouse,9,HS-grad,196232,Private,50,>50K
50,0,0,Male,Black,Not-in-family,Handlers-cleaners,Divorced,10,Some-college,248344,Local-gov,24,<=50K
45,0,0,Male,White,Husband,Tech-support,Married-civ-spouse,10,Some-college,186035,Local-gov,37,>50K
58,0,0,Male,White,Unmarried,Machine-op-inspct,Divorced,10,Some-college,177905,Private,44,>50K
40,0,0,Female,White,Wife,Sales,Married-civ-spouse,10,Some-college,85812,Private,28,<=50K
40,0,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,13,Bachelors,221172,Private,42,>50K
9,0,0,Female,White,Not-in-family,Adm-clerical,Divorced,10,Some-college,99183,Private,74,<=50K
50,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,9,HS-grad,190387,Self-emp-not-inc,38,<=50K
40,0,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,14,Masters,202692,Self-emp-not-inc,44,<=50K
40,0,0,Male,White,Not-in-family,Machine-op-inspct,Never-married,9,HS-grad,108658,Private,26,<=50K
40,0,0,Male,Black,Husband,Other-service,Married-civ-spouse,9,HS-grad,197202,Private,36,<=50K
50,0,0,Female,White,Wife,Exec-managerial,Married-civ-spouse,12,Assoc-acdm,101739,Private,41,>50K
48,0,20051,Male,White,Husband,Prof-specialty,Married-civ-spouse,15,Prof-school,231559,Private,67,>50K
50,0,0,Male,White,Husband,Tech-support,Married-civ-spouse,8,12th,207853,Local-gov,39,<=50K
30,0,0,Female,Black,Not-in-family,Priv-house-serv,Widowed,2,1st-4th,190942,Private,57,<=50K
40,0,0,Male,White,Not-in-family,Craft-repair,Separated,11,Assoc-voc,102345,Private,29,<=50K
45,0,0,Female,White,Not-in-family,Farming-fishing,Never-married,13,Bachelors,41493,Self-emp-inc,31,<=50K
40,0,0,Male,White,Husband,Transport-moving,Married-civ-spouse,10,Some-college,210525,Private,44,<=50K
40,0,0,Male,White,Own-child,Prof-specialty,Never-married,16,Doctorate,133937,Private,29,<=50K
40,0,0,Female,White,Unmarried,Handlers-cleaners,Never-married,10,Some-college,237903,Private,30,<=50K
40,0,0,Male,White,Not-in-family,Transport-moving,Never-married,9,HS-grad,163862,Private,27,<=50K
50,0,0,Male,White,Husband,Sales,Married-civ-spouse,10,Some-college,201872,Private,27,<=50K
45,0,0,Female,White,Not-in-family,Handlers-cleaners,Never-married,9,HS-grad,84179,Private,32,<=50K
8,0,0,Female,White,Wife,Other-service,Married-civ-spouse,6,10th,51662,Private,58,<=50K
40,0,0,Male,White,Husband,Protective-serv,Married-civ-spouse,10,Some-college,233327,Local-gov,35,<=50K
36,0,0,Male,White,Own-child,Handlers-cleaners,Never-married,9,HS-grad,259510,Private,21,<=50K
40,0,0,Male,White,Unmarried,Craft-repair,Never-married,10,Some-college,184831,Private,28,<=50K
50,0,0,Male,White,Not-in-family,Exec-managerial,Divorced,10,Some-college,245724,Self-emp-not-inc,46,<=50K
40,0,0,Female,White,Unmarried,Other-service,Separated,9,HS-grad,27053,Self-emp-not-inc,36,<=50K
40,0,0,Female,White,Unmarried,Adm-clerical,Widowed,7,11th,205343,Private,72,<=50K
