elevation,aspect,slope,hori_distance_hyd,vert_distance,hori_distance_road,hillshade_9am,hillshade_noon,hillshade_3pm,hori_distance_fire,wild_area,soil_type,cover_type
2227,137,35,175,107,1040,248,202,50,433,3,2,4
2340,321,13,272,130,984,185,227,181,752,3,4,6
2863,231,6,300,98,2106,210,246,173,765,2,30,5
2275,313,17,350,51,899,172,225,192,212,3,9,3
2264,146,30,362,134,1231,245,220,81,685,3,2,4
2122,5,22,0,0,902,186,192,138,309,3,3,4
2317,27,23,134,54,1140,203,183,107,805,3,4,6
2124,145,19,30,8,1237,242,234,113,1183,3,0,4
2272,161,9,457,114,1401,230,242,144,892,3,1,4
2208,148,30,150,88,1107,243,221,83,492,3,2,4
2320,62,22,258,60,866,233,189,79,324,3,5,3
2990,248,3,417,70,404,214,241,165,1537,2,30,2
2121,334,21,0,0,1194,166,206,176,1181,3,16,4
2200,158,27,150,75,1148,237,232,107,534,3,2,4
2306,224,25,175,75,979,178,254,202,484,3,5,3
2045,46,22,124,67,127,221,188,92,379,3,3,6
2297,332,14,277,73,981,187,222,174,218,3,9,3
2186,331,36,124,80,1140,114,170,181,1100,3,9,3
2165,127,30,85,40,1142,253,206,58,509,3,2,4
2054,243,33,124,56,295,137,244,230,458,3,4,3
2822,222,16,127,57,2236,198,254,189,703,2,12,5
2143,203,24,0,0,1284,200,253,176,1323,3,0,4
2114,326,5,30,0,1167,206,234,166,1291,3,16,4
2248,64,20,255,112,1284,234,195,85,691,3,9,4
2166,320,18,0,0,1020,170,219,188,458,3,9,4
2148,121,18,30,6,1240,248,223,96,1206,3,0,4
2132,353,15,0,0,1282,193,213,157,1362,3,16,4
2223,343,37,190,98,1113,123,159,159,1142,3,9,3
2140,109,28,30,15,1181,254,195,48,534,3,2,4
3209,62,18,42,9,3840,233,199,92,2967,0,38,7
2157,190,19,0,0,1075,217,251,160,824,3,16,4
2133,42,17,0,0,1224,220,200,110,1401,3,16,4
2119,299,12,30,8,1110,187,236,189,1343,3,16,4
2163,125,30,67,37,1235,253,203,54,595,3,2,4
2091,315,28,95,50,497,136,205,203,679,3,9,6
2279,151,9,120,17,234,231,240,140,309,3,9,4
2149,107,18,30,4,1276,247,216,90,1184,3,0,4
2124,317,13,0,0,1082,186,229,182,1370,3,16,4
2310,114,14,300,127,1374,243,225,108,967,3,5,4
2194,128,28,127,58,1307,252,209,64,679,3,2,4
2340,275,28,108,44,1041,133,233,232,201,3,5,3
2769,117,17,67,19,2040,246,222,99,745,2,30,2
2173,348,28,30,17,1131,157,183,157,837,3,16,4
2123,46,23,0,0,1100,220,184,88,1456,3,16,4
2326,261,6,404,143,1242,205,243,177,1140,3,5,4
2225,114,25,153,79,1381,253,206,65,765,3,2,4
2260,310,13,0,0,1131,185,231,186,395,3,0,4
2032,61,12,0,0,295,230,214,115,547,3,0,4
2225,172,28,30,8,1090,224,239,127,242,3,0,4
2191,33,33,90,48,1165,194,149,69,1485,3,9,3
2289,133,21,234,106,1345,248,225,95,973,3,2,4
2130,82,7,0,0,1301,230,228,132,649,3,2,4
2321,322,21,85,41,1121,163,214,189,421,3,9,6
2782,127,16,108,28,2029,245,228,106,850,2,30,5
2214,219,6,0,0,1116,213,246,170,277,3,0,4
2171,21,35,30,15,1248,175,146,86,997,3,9,3
2310,191,23,339,129,1214,212,250,160,1142,3,2,4
2201,139,24,90,43,1415,248,225,91,785,3,2,4
2071,87,10,30,3,765,235,224,119,912,3,2,4
2082,130,36,42,27,330,251,195,39,601,3,0,3
2253,170,5,0,0,404,224,242,153,474,3,9,4
2215,323,9,0,0,1140,196,230,174,350,3,16,4
2162,322,8,0,0,1187,200,232,172,780,3,16,4
2326,103,24,382,145,1134,252,200,62,1235,3,5,4
2257,118,22,150,74,1338,251,214,78,960,3,2,4
2170,129,31,42,24,1410,252,205,56,768,3,2,4
2897,223,8,90,13,1610,210,248,174,1543,2,31,5
2169,338,11,0,0,1224,195,224,168,819,3,16,4
2344,117,17,404,160,1074,247,222,97,1302,3,5,4
2274,109,17,170,86,1276,247,218,94,1026,3,2,4
2146,100,14,0,0,1422,243,219,102,774,3,2,4
2312,344,8,0,0,1172,203,227,163,190,3,15,4
2903,337,31,256,54,270,138,181,173,1661,0,29,1
2247,68,4,0,0,509,224,231,142,582,3,9,4
2173,22,13,30,-1,1271,211,211,134,886,3,16,4
2355,82,5,446,162,999,227,231,138,1396,3,5,4
2276,178,18,255,96,1158,225,248,149,1165,3,2,4
2158,149,19,0,0,1445,241,235,115,853,3,2,4
2312,77,3,0,0,1200,224,233,145,150,3,5,4
2932,339,24,60,14,384,161,198,171,2278,0,28,1
2898,164,8,95,7,1717,227,243,148,1466,2,31,5
2239,153,20,0,0,700,240,236,116,470,3,3,4
2233,69,34,30,17,1230,233,153,23,511,3,3,3
2358,65,10,426,165,973,230,221,123,1410,3,5,4
2272,212,21,212,92,1153,198,254,185,1158,3,2,4
2248,303,31,95,37,1342,120,208,220,691,3,9,3
2087,8,10,0,0,875,208,219,148,808,3,13,4
2896,171,5,60,5,1731,223,242,154,1507,2,31,5
2285,5,19,108,25,417,192,199,140,492,3,9,3
2208,118,9,0,0,1261,236,232,127,616,3,16,4
2359,85,11,404,165,949,236,221,114,1425,3,5,4
2214,135,30,42,26,1273,250,211,66,1018,3,2,4
2341,98,2,108,14,1269,222,236,151,192,3,5,3
2204,318,21,295,137,618,161,216,194,860,3,9,6
2894,357,10,30,0,780,205,222,155,2701,0,21,1
2290,8,19,127,39,484,195,199,137,553,3,9,3
2210,245,23,30,6,1302,167,250,216,726,3,16,4
2359,82,14,382,165,924,239,214,103,1441,3,5,4
2243,141,30,108,62,1167,247,216,75,1126,3,2,4
2327,317,8,0,0,1290,198,233,174,182,3,5,4
2089,8,19,0,0,511,195,199,137,782,3,9,4
2895,121,3,182,4,1839,224,237,148,1440,2,31,5
2386,49,13,426,189,849,225,211,117,1519,3,5,4
2275,99,25,212,88,1026,251,196,58,1284,3,2,4
2171,324,13,42,-2,1298,187,226,179,1003,3,3,4
2118,51,32,30,23,547,217,155,49,819,3,9,6
2973,150,17,134,41,1339,240,237,121,3271,0,21,1
2873,1,11,90,46,1950,204,219,152,1189,2,22,1
2343,332,30,300,199,1082,137,187,181,1320,3,9,3
2285,114,22,212,92,984,252,211,76,1326,3,2,4
2192,138,28,30,11,1167,249,216,75,1124,3,2,4
2156,298,25,134,68,872,141,222,217,859,3,9,6
2095,41,21,0,0,256,217,188,97,859,3,0,4
2898,324,7,67,15,1800,203,233,169,1471,2,31,5
2862,43,12,420,20,2640,222,213,124,908,2,30,1
2401,352,13,485,159,1552,198,218,158,663,3,5,3
2180,306,10,201,42,663,192,235,183,1601,3,9,3
2268,122,24,170,75,979,252,213,73,1321,3,2,4
2176,339,11,42,4,1214,196,224,167,1087,3,3,4
2177,300,28,175,89,870,131,216,219,883,3,9,6
2888,311,14,95,9,1774,180,229,188,1418,2,31,5
2288,184,4,0,0,201,220,242,157,433,3,10,4
2346,326,31,360,156,1242,129,188,190,242,3,9,3
2208,335,30,85,48,674,140,185,176,1613,3,9,3
2247,127,28,127,54,977,253,209,65,1318,3,2,4
2180,14,7,30,0,1149,213,225,149,1149,3,3,4
2398,337,23,192,73,1413,164,202,174,366,3,9,6
2194,312,32,150,105,636,118,197,210,902,3,9,6
2883,329,11,150,4,1776,193,227,173,1383,2,31,2
2212,151,24,0,0,1477,242,231,104,937,3,16,4
2389,146,16,418,192,716,240,236,121,1630,3,5,4
2212,119,25,67,25,997,253,210,69,1294,3,2,4
2399,71,13,300,61,1347,234,214,110,685,3,5,3
2256,306,30,255,8,834,124,207,216,994,3,9,6
2778,100,13,42,3,2173,241,222,109,1260,2,12,5
2231,243,2,30,-1,1489,215,240,163,633,3,0,4
2374,131,20,379,177,708,248,224,95,1639,3,5,4
2184,332,6,30,0,1064,207,233,165,1233,3,3,4
2117,3,9,0,0,1207,208,223,152,514,3,2,4
3276,52,11,150,11,3636,226,217,124,3529,0,37,7
2332,346,30,95,44,350,147,177,158,503,3,9,3
2394,20,15,446,238,1019,208,208,134,1148,3,5,3
2277,128,29,150,80,830,253,207,59,1468,3,2,4
2234,326,23,212,62,1176,156,207,187,1116,3,9,3
2123,354,15,0,0,1249,193,212,156,481,3,13,4
2191,64,33,0,0,433,229,155,32,912,3,0,4
2938,356,9,120,15,1397,205,224,156,558,2,30,2
2241,319,23,30,10,1554,153,211,195,696,3,16,6
2373,118,19,395,176,642,249,220,92,1698,3,5,4
2239,136,31,85,42,849,249,210,63,1443,3,2,4
2340,66,6,0,0,1396,226,228,137,470,3,5,4
2134,15,16,0,0,1218,204,206,136,540,3,13,4
2251,75,27,60,35,525,240,178,51,981,3,0,4
2255,90,12,0,0,840,239,220,110,524,3,9,4
2260,24,28,297,100,488,192,168,99,1621,3,9,3
2225,133,31,67,28,828,251,207,59,1464,3,2,4
2398,274,12,95,9,1201,189,243,193,1022,3,5,3
2268,128,32,150,80,1632,252,200,48,67,3,2,3
2222,78,22,0,0,808,242,193,70,1077,3,3,4
2859,133,23,242,69,2120,249,222,89,1369,2,12,5
2260,116,13,30,5,811,242,227,112,560,3,3,4
2374,83,11,408,153,576,236,220,114,1758,3,5,4
2244,122,32,120,47,764,254,195,42,1528,3,2,4
2359,71,11,67,10,1276,233,218,115,600,3,5,3
2155,96,6,0,0,1523,231,231,133,218,3,2,4
2231,80,12,0,0,845,236,218,111,1113,3,9,4
3261,107,7,30,0,3596,233,232,131,3664,0,37,7
2830,128,24,190,44,2174,251,216,78,1370,2,12,5
2300,337,35,162,88,1399,122,168,171,983,3,9,3
2221,110,26,90,24,764,253,202,60,1527,3,2,4
2374,42,13,95,15,1226,222,212,123,661,3,5,3
2248,111,13,0,0,902,242,225,110,1167,3,3,4
2304,125,17,85,29,649,246,225,101,779,3,3,3
2382,57,16,361,157,531,229,205,104,1794,3,5,4
2218,99,23,90,21,743,250,202,68,1549,3,2,4
2439,270,18,361,110,1528,170,243,211,495,3,5,6
2151,67,12,0,0,1273,232,216,115,582,3,13,4
3258,122,4,0,0,3607,228,236,143,3717,0,37,7
2385,327,23,170,80,297,158,207,185,242,3,9,3
2278,271,10,120,45,1655,193,243,189,842,3,1,6
2287,303,28,495,80,361,133,214,216,1724,3,9,3
2217,92,21,90,20,722,247,203,74,1570,3,2,4
2363,311,15,67,14,1250,178,228,190,618,3,9,6
3256,101,2,30,-1,3583,223,236,148,3757,0,37,7
2402,351,10,234,98,361,203,224,159,306,3,9,3
2315,255,21,268,63,1710,166,248,217,902,3,1,6
2287,112,28,216,66,594,254,198,52,1698,3,2,4
2424,38,13,85,16,1050,219,212,125,1158,3,9,3
2311,59,32,90,63,1020,224,155,40,1095,3,3,6
2892,143,15,256,79,2106,240,235,120,1106,2,31,5
2276,252,2,150,36,1741,214,240,164,908,3,1,6
2331,108,34,234,106,511,254,179,22,1784,3,2,4
2207,332,13,0,0,757,190,224,173,1556,3,3,4
2271,52,20,0,0,1015,226,193,93,1189,3,9,4
2827,144,18,120,24,2255,242,234,114,1181,2,12,5
2239,36,17,0,0,1507,217,200,113,947,3,16,4
2290,111,29,175,65,531,254,196,48,1761,3,2,4
2294,312,32,180,97,899,118,198,211,1473,3,9,3
2207,30,7,0,0,1608,218,226,143,240,3,2,4
2253,82,28,0,0,551,245,180,46,706,3,0,6
2358,73,15,201,59,408,236,210,102,618,3,3,3
2392,110,22,255,151,391,251,209,73,1913,3,5,4
2235,93,16,85,24,624,244,213,94,1679,3,2,4
2189,114,27,0,0,1464,254,200,55,525,3,1,4
3270,67,10,30,-2,3784,230,221,123,3786,0,37,7
2252,10,27,0,0,1506,180,175,121,997,3,9,4
2208,340,18,0,0,430,180,212,169,1218,3,15,4
2222,103,20,42,11,633,249,211,82,1682,3,2,4
2218,46,15,0,0,1544,224,207,114,301,3,13,4
2302,316,23,120,41,1071,154,214,197,1324,3,9,6
3252,120,8,150,-9,3616,234,234,132,3891,0,37,7
2900,122,7,240,11,2308,233,234,134,1461,2,23,1
2218,74,10,0,0,443,233,220,119,1129,3,0,4
2410,317,27,175,6,854,138,204,201,1385,3,9,3
2375,350,11,30,0,1006,200,221,160,860,3,15,6
2235,140,24,67,27,1510,247,225,92,446,3,1,6
3244,48,27,600,37,888,219,171,71,1998,0,38,7
2322,197,21,90,64,1681,209,252,168,934,3,1,6
2365,124,32,201,124,319,253,197,44,1863,3,2,4
2230,133,18,30,5,525,246,228,104,1786,3,2,4
2281,24,34,192,67,564,181,147,82,451,3,9,6
2344,45,24,295,109,1218,219,181,86,994,3,9,3
2379,140,24,247,138,258,247,224,90,1819,3,2,4
2225,108,8,0,0,510,233,232,130,1809,3,2,4
2240,332,7,30,-6,1448,204,231,167,400,3,13,6
2299,28,35,216,71,577,183,142,72,450,3,9,6
2473,142,19,495,220,899,244,232,109,655,3,1,3
2274,115,29,67,33,366,254,197,48,1841,3,2,4
2244,351,10,30,-6,1415,202,223,159,437,3,13,6
3293,335,5,42,3,4111,209,233,163,3814,0,37,7
2310,58,8,0,0,342,226,224,132,819,3,3,4
2348,131,29,210,107,234,252,211,66,1768,3,2,4
2250,328,27,95,29,626,145,198,187,1765,3,9,3
2219,90,17,0,0,1410,243,211,92,525,3,1,4
2382,39,24,218,112,778,213,181,92,782,3,9,6
2264,12,22,0,0,1624,192,190,128,828,3,16,4
2292,112,28,120,51,283,254,198,51,1765,3,2,4
2454,97,11,323,182,1167,239,224,114,792,3,5,3
2252,352,22,150,59,1295,176,196,154,722,3,9,6
3300,15,7,124,10,4068,214,226,149,3891,0,37,7
2475,337,7,361,154,417,204,230,165,391,3,1,3
2326,140,24,210,85,192,247,225,92,1710,3,2,4
2336,308,31,234,125,648,119,203,215,1734,3,9,3
2248,118,15,95,17,1362,244,226,107,532,3,1,6
2381,7,36,285,111,741,155,146,110,582,3,9,6
2365,85,19,256,120,1279,244,204,82,1248,3,1,3
2451,343,18,228,0,914,181,210,165,997,3,9,6
2266,303,17,162,58,1253,169,229,199,722,3,9,6
3298,85,10,192,55,3997,235,222,118,3978,0,37,7
2254,50,19,0,0,395,225,196,97,1733,3,3,4
2293,345,34,127,40,1266,136,167,157,582,3,9,6
2434,11,14,408,164,955,204,210,141,977,3,5,6
3299,329,3,350,75,1110,213,236,161,2263,0,39,7
2474,301,10,218,42,641,193,236,183,1486,3,5,3
2239,56,14,30,9,1283,228,209,111,636,3,1,4
2434,3,20,306,91,700,190,199,142,636,3,9,6
2350,221,35,108,80,1302,156,246,205,516,3,0,6
2469,91,15,85,28,612,242,215,99,1290,3,4,3
2322,348,25,319,125,1130,164,190,157,891,3,9,6
2405,130,15,402,158,1134,243,231,113,1146,3,1,3
2480,100,11,108,30,573,238,226,118,1350,3,5,3
2320,88,20,30,5,1138,245,204,80,1370,3,9,6
3290,70,25,108,37,4004,238,184,63,4101,0,38,7
2252,328,9,0,0,379,198,230,171,726,3,15,4
2293,86,11,42,3,1092,236,222,117,793,3,4,3
3321,354,15,60,12,4414,193,212,156,4002,0,37,7
2328,238,26,120,58,1263,165,251,215,426,3,0,6
2491,71,13,124,18,510,234,214,110,1434,3,5,3
2250,346,9,0,0,1159,203,227,162,742,3,9,4
3333,348,16,0,0,4336,187,211,161,4055,0,37,7
2459,275,13,474,100,872,183,243,199,323,3,1,6
2312,97,26,210,65,1100,251,194,55,751,3,1,6
3264,328,18,42,13,3891,173,215,181,4079,0,37,7
2275,99,9,0,0,360,235,228,123,1530,3,3,4
2483,355,5,180,32,743,211,230,157,1214,3,5,3
2421,38,17,300,95,960,218,202,114,1168,3,5,6
2376,121,19,212,85,1289,249,221,92,990,3,2,3
2316,83,11,0,0,960,235,221,116,927,3,4,4
2420,326,24,450,62,938,155,206,187,1084,3,9,6
2388,128,13,242,97,1222,242,231,116,1041,3,1,3
2340,57,23,268,68,1001,229,185,78,845,3,9,6
2345,298,16,30,15,969,173,232,199,1465,3,9,6
2358,116,20,150,67,1292,250,217,85,947,3,2,3
2462,71,15,67,19,309,236,210,102,1889,3,5,3
2330,333,24,150,80,1008,157,201,179,930,3,9,6
3359,311,32,351,34,3601,118,199,212,3817,0,38,7
2357,30,21,175,82,1290,208,189,109,335,3,9,6
2361,350,35,95,45,902,137,160,146,969,3,9,6
2456,325,19,400,98,845,169,216,185,1172,3,9,6
3372,314,31,342,47,3613,122,198,207,3790,0,38,7
2382,171,14,268,95,1131,229,245,144,1087,3,2,3
2354,107,19,0,0,819,248,215,88,1091,3,4,4
3376,48,6,0,0,4432,223,227,140,4186,0,39,7
2364,133,18,175,77,1205,246,228,103,994,3,2,3
2471,53,14,134,28,228,227,210,113,1829,3,5,3
2430,81,10,350,40,832,234,222,118,824,3,1,3
2493,352,14,60,10,242,194,214,158,1641,3,4,6
2399,316,27,270,149,845,138,206,202,1087,3,9,6
2293,87,20,255,58,319,245,202,78,768,3,2,6
2371,101,21,85,26,511,250,206,74,481,3,0,3
2411,37,22,192,23,819,213,186,99,1027,3,9,6
3014,352,10,450,91,3070,203,223,158,759,2,31,2
2331,70,11,0,0,395,232,218,117,600,3,1,4
2459,334,18,350,25,731,175,213,175,1209,3,9,6
2335,329,16,0,0,1443,179,219,178,451,3,16,6
2397,25,26,60,13,660,197,175,103,1298,3,9,3
2476,142,6,277,42,671,229,239,143,1298,3,5,6
2400,117,13,417,106,485,242,227,112,1019,3,2,3
2316,110,16,150,29,1165,245,221,100,992,3,2,3
2536,339,3,324,53,153,212,234,160,1890,3,5,3
2367,356,7,0,0,711,209,227,157,1537,3,10,4
2356,350,23,30,10,1448,173,196,157,459,3,9,6
2526,126,2,258,43,95,223,237,151,1848,3,5,4
2376,340,13,30,9,700,191,220,168,1511,3,10,6
2408,105,17,283,110,859,247,216,91,825,3,2,3
2498,324,2,335,55,42,214,236,160,1698,3,5,3
2273,101,21,134,22,201,249,207,76,916,3,2,3
2414,45,19,0,0,690,221,195,100,362,3,0,4
2304,99,20,201,10,277,248,209,80,990,3,2,3
2455,351,16,180,5,990,191,212,158,182,3,5,6
2960,328,3,127,14,1448,212,236,162,283,2,22,2
2433,193,12,90,0,480,218,250,164,1392,3,5,6
2965,87,12,95,10,878,238,219,109,153,2,31,2
2428,350,21,182,40,607,177,199,157,1302,3,9,6
2307,146,25,0,0,1080,245,227,95,1027,3,2,3
2431,89,9,30,-2,421,234,225,122,1337,3,5,6
3114,106,23,242,83,2737,251,206,71,3065,0,28,1
2418,291,19,190,30,1473,164,234,209,541,3,9,6
2414,43,8,0,0,400,222,222,135,1293,3,5,4
2307,337,17,0,0,1342,181,215,171,847,3,16,6
2447,72,18,446,106,730,238,202,88,1421,3,9,6
2356,96,15,170,21,446,242,218,101,700,3,1,3
2426,5,19,150,34,467,192,199,141,1239,3,10,6
3272,341,21,297,51,2112,170,203,169,3124,0,38,1
2510,355,15,258,72,1036,193,211,155,390,3,5,6
3034,49,4,360,11,2912,222,230,144,1332,2,31,2
2504,330,14,182,73,1218,185,222,176,457,3,5,6
3237,120,36,351,41,3127,253,185,26,2965,0,38,1
2440,101,28,272,74,730,253,190,46,558,3,0,3
2454,32,16,258,56,458,215,204,121,1159,3,9,6
2320,74,18,0,0,283,238,204,91,1222,3,0,4
2463,261,19,127,52,1406,169,246,213,600,3,9,6
2326,57,16,0,0,300,229,203,102,1249,3,13,4
2530,315,15,285,99,1179,180,227,187,524,3,5,6
3302,100,24,323,104,1723,251,201,65,2914,0,38,1
2416,125,15,255,60,731,244,228,109,1345,3,0,6
2313,258,10,0,0,600,197,246,188,598,3,16,4
2353,70,7,30,4,510,228,226,132,828,3,1,3
2330,76,2,0,0,402,222,235,150,1356,3,13,4
2485,252,26,162,58,1318,152,247,225,646,3,9,6
2456,111,4,466,100,742,227,235,143,1142,3,5,6
2314,121,15,0,0,644,244,227,107,702,3,16,4
2439,128,8,371,83,824,234,235,132,1165,3,1,6
2941,143,7,459,103,808,231,239,140,2290,2,32,5
2369,17,28,30,14,1092,185,169,108,793,3,9,6
2409,103,9,190,53,735,236,228,122,1253,3,1,6
3037,109,19,85,27,778,248,216,88,2028,0,28,1
2557,184,10,335,88,1110,223,247,157,690,3,5,2
3066,124,19,120,12,698,248,222,94,870,2,23,2
3036,178,5,134,-8,3093,223,243,155,1276,2,31,2
2432,71,25,60,-10,808,238,183,61,832,3,0,3
2701,100,4,120,2,85,227,234,142,785,2,10,5
3030,108,5,95,7,3043,228,234,141,1356,2,31,1
2431,269,26,60,33,1106,143,239,229,785,3,9,6
2379,267,24,42,8,589,153,241,224,577,3,9,6
2713,32,8,201,14,127,219,224,141,816,2,10,5
3157,307,27,120,35,2971,138,213,211,2467,0,23,1
2448,50,25,85,0,850,222,178,76,895,3,9,3
2688,77,4,60,4,127,226,231,141,1062,2,10,2
3020,158,15,134,-5,920,235,241,132,716,2,23,2
2709,62,7,192,20,242,226,226,134,942,2,10,5
2748,36,8,576,29,120,220,221,137,785,2,10,5
3030,306,10,108,11,1296,191,234,183,924,2,23,2
2702,67,9,190,18,277,229,222,125,1045,2,10,5
2859,310,16,738,127,150,175,228,192,1590,2,9,2
3057,328,9,295,68,2581,198,230,171,1959,2,31,2
3448,320,35,212,55,2810,110,183,201,2337,0,39,1
3269,113,13,576,133,518,242,226,110,1012,2,38,7
2867,169,18,210,84,992,231,244,138,3019,2,3,5
2843,209,28,124,47,1320,187,252,185,2742,2,3,5
2555,78,16,342,78,700,239,208,94,904,3,5,3
2837,208,28,108,41,1290,189,252,183,2784,2,3,5
3002,286,3,351,17,1920,210,239,168,1140,2,31,2
3234,355,24,402,164,947,172,189,149,1891,0,28,1
3277,74,15,469,90,684,237,211,102,1050,2,38,7
2861,69,29,85,41,95,236,170,45,960,0,28,2
2961,179,9,722,129,564,224,246,154,1530,2,3,5
3230,86,17,319,71,779,243,208,89,871,2,38,7
3298,70,12,450,98,760,233,215,112,1112,2,38,7
2367,283,16,120,26,42,174,239,204,663,3,9,3
2930,183,22,638,226,607,220,248,151,1657,2,3,5
3060,231,7,67,9,3021,210,246,174,1473,2,32,2
2418,196,27,90,58,488,202,250,166,1170,3,3,3
2899,38,8,400,67,663,220,223,138,1436,2,10,2
2413,188,32,95,57,342,205,243,149,1061,3,3,3
2890,181,26,552,189,671,218,245,144,1744,2,3,5
3342,80,16,677,60,2280,240,210,95,2134,0,39,1
3172,72,15,67,5,1025,236,209,100,759,2,30,1
2558,135,10,192,32,579,236,236,131,931,3,5,3
2432,261,21,277,91,134,163,245,218,577,3,9,3
3172,336,16,192,48,1240,183,217,172,469,2,23,1
2873,60,9,404,47,782,227,221,127,1455,2,10,5
2886,48,11,342,38,1566,224,215,123,2780,2,31,1
2545,78,12,153,19,497,235,219,114,959,3,5,3
2727,62,7,0,0,484,226,226,134,2455,2,16,5
2408,322,17,192,26,268,176,222,185,726,3,9,3
2802,181,20,319,103,805,222,248,150,1982,2,3,5
3055,30,11,300,67,2274,216,215,133,2672,2,31,1
2740,81,10,488,-15,601,233,223,121,379,2,9,3
2783,213,14,309,88,899,207,252,179,1974,2,3,5
2756,208,20,170,57,836,202,254,180,2022,2,3,5
2402,8,22,175,51,582,188,189,132,1155,3,9,3
2752,203,18,212,56,899,208,253,174,1964,2,3,5
3095,38,11,780,41,2301,220,216,129,2333,2,31,1
3376,309,30,60,25,3448,126,205,212,1465,0,38,1
2416,290,18,60,22,365,167,235,207,872,3,9,3
2735,227,18,124,40,981,191,254,195,1879,2,3,5
2709,64,14,351,-14,752,232,210,107,247,2,9,6
2418,287,19,42,4,371,163,235,211,892,3,9,3
2811,203,25,256,128,1154,199,253,176,1766,2,3,5
3412,308,35,150,61,3491,104,194,218,1377,0,38,1
2773,144,12,240,17,882,237,238,129,612,2,10,3
2716,205,26,67,25,1087,196,253,179,1774,2,3,5
3076,12,12,466,2,1984,208,216,144,1298,2,31,2
3203,337,10,120,24,4481,199,227,167,1621,0,22,1
3264,22,24,201,80,4268,197,182,112,1343,0,37,7
2797,175,11,60,9,1181,226,246,151,1136,2,1,3
2733,208,27,108,50,1315,190,252,184,1589,2,3,5
3285,345,19,283,101,4348,178,206,164,1315,0,37,7
3278,317,16,402,115,4469,175,224,188,1348,0,37,7
2727,170,13,85,13,1020,229,245,146,446,2,1,3
2696,213,32,134,72,607,174,250,192,1495,2,12,2
2802,32,14,330,60,1092,216,208,125,1765,2,10,2
2964,92,18,210,21,335,245,209,86,1249,0,28,1
2699,130,8,295,30,872,233,236,135,424,2,1,3
2655,123,16,404,15,765,246,226,103,510,2,1,3
2692,156,10,0,0,1124,232,241,140,537,2,1,5
2596,335,11,360,109,780,195,225,169,1019,3,10,3
2579,15,15,134,20,390,206,209,138,1061,2,9,3
2679,16,14,67,4,1530,208,211,138,1339,2,9,5
3329,10,17,0,0,3662,200,204,138,2368,0,36,7
2596,49,5,532,-43,658,222,229,142,726,2,16,5
3675,44,18,1045,263,2661,221,198,105,1237,0,39,1
2615,118,13,408,-24,768,242,228,114,685,2,16,5
3349,3,20,67,19,3615,189,198,142,2318,0,36,7
2711,126,4,0,0,1463,227,237,145,1355,2,9,5
3125,355,6,537,52,1885,211,230,157,2589,2,31,1
3363,38,11,0,0,3511,220,215,128,2438,0,36,7
2716,7,8,30,0,1490,211,225,151,1333,2,18,5
2543,65,15,30,7,270,233,209,105,1624,2,9,6
2725,331,14,67,12,1543,186,222,175,1276,2,9,5
2631,352,2,210,-8,984,216,236,157,735,2,16,5
3424,52,23,95,-12,3405,225,184,81,2592,0,36,7
2636,145,15,30,-12,1199,239,237,123,755,2,1,5
3004,65,12,67,-8,2670,231,216,116,2232,2,22,1
2637,32,9,360,-2,912,218,220,137,836,2,10,3
2757,315,15,175,41,1650,177,226,188,1168,2,9,5
2738,106,12,324,109,864,241,225,112,997,2,32,2
2763,171,17,395,179,1661,230,245,141,1231,2,3,2
2752,164,16,361,168,1679,233,243,136,1230,2,3,3
3015,78,15,240,-18,558,238,211,100,1064,0,28,1
2467,33,8,42,5,95,219,223,140,1201,2,9,6
2795,42,6,0,0,1597,221,226,140,1749,2,16,5
3557,119,26,904,272,2461,253,207,63,1209,0,39,1
2611,123,18,216,50,1514,247,224,99,1015,2,3,3
3243,81,11,67,4,2723,235,219,114,1666,2,37,7
2590,65,15,256,62,570,233,208,103,1506,2,1,6
2783,4,14,323,40,1774,201,212,148,1104,2,9,5
3343,82,16,256,23,2644,240,210,96,1604,2,37,7
2612,104,14,150,33,1590,242,222,107,1110,2,3,3
2494,14,10,240,29,283,211,220,145,1115,2,9,6
2828,14,9,443,95,1919,212,222,147,907,2,10,5
2500,28,12,268,38,309,215,213,133,1087,2,9,6
2830,40,7,408,64,1959,221,224,138,865,2,10,5
2560,200,17,175,32,1075,211,253,171,1222,2,3,3
3371,85,9,216,22,2683,233,225,124,1684,2,37,7
2600,117,7,408,72,721,232,234,135,1425,2,1,3
3393,290,7,297,24,1779,200,239,178,767,2,37,7
3337,87,17,134,5,2764,242,210,92,1727,2,37,7
2582,144,10,420,54,711,235,238,133,1316,2,1,3
3397,81,7,295,48,2675,230,227,129,1570,2,37,7
2570,180,12,120,14,1282,224,247,154,1224,2,3,3
3447,314,16,658,78,2087,174,225,190,600,2,37,7
