education,sex,hours-per-week,race,age,occupation,marital-status,education-num,fnlwgt,capital-loss,relationship,workclass,capital-gain,income
Some-college,Male,40,White,77,Sales,Married-civ-spouse,10,138714,0,Husband,Self-emp-not-inc,0,<=50K
Some-college,Female,40,White,29,Tech-support,Never-married,10,423158,0,Not-in-family,Private,0,<=50K
HS-grad,Female,24,White,62,Other-service,Widowed,9,159841,0,Not-in-family,Private,0,<=50K
HS-grad,Male,40,White,39,Exec-managerial,Married-civ-spouse,9,174308,0,Husband,Self-emp-not-inc,0,<=50K
Some-college,Male,50,White,43,Craft-repair,Married-civ-spouse,10,50356,1485,Husband,Private,0,<=50K
HS-grad,Male,45,White,35,Transport-moving,Divorced,9,186110,0,Not-in-family,Private,0,<=50K
11th,Female,40,White,29,Exec-managerial,Never-married,7,200381,0,Not-in-family,Private,0,<=50K
Masters,Male,10,White,76,Craft-repair,Married-civ-spouse,14,174309,0,Husband,Self-emp-not-inc,0,<=50K
HS-grad,Male,45,White,63,Farming-fishing,Married-civ-spouse,9,78383,0,Husband,Self-emp-not-inc,0,<=50K
Some-college,Female,50,White,43,Prof-specialty,Married-civ-spouse,10,187728,1887,Wife,Private,0,>50K
HS-grad,Male,40,White,58,Handlers-cleaners,Married-civ-spouse,9,321171,0,Husband,Self-emp-not-inc,0,<=50K
HS-grad,Male,55,White,66,Transport-moving,Never-married,9,127921,0,Not-in-family,Private,2050,<=50K
Some-college,Male,45,Black,41,Craft-repair,Never-married,10,206565,0,Not-in-family,Private,0,<=50K
Bachelors,Male,40,White,26,Adm-clerical,Never-married,13,224563,0,Not-in-family,Private,0,<=50K
Assoc-voc,Male,40,White,47,Other-service,Never-married,11,178686,0,Not-in-family,Private,0,<=50K
10th,Male,40,White,55,Adm-clerical,Married-civ-spouse,6,98545,0,Husband,Local-gov,0,<=50K
HS-grad,Male,40,White,53,Transport-moving,Married-civ-spouse,9,242606,0,Husband,Private,0,<=50K
HS-grad,Male,40,White,30,Craft-repair,Never-married,9,94235,0,Other-relative,Private,0,<=50K
Masters,Male,60,White,49,Prof-specialty,Never-married,14,71195,0,Not-in-family,Private,0,<=50K
HS-grad,Male,40,Black,45,Other-service,Married-civ-spouse,9,261192,0,Husband,Private,0,<=50K
Assoc-acdm,Male,40,White,26,Sales,Never-married,12,94936,0,Not-in-family,Private,0,<=50K
Assoc-voc,Male,40,White,38,Craft-repair,Married-civ-spouse,11,296478,0,Husband,Private,7298,>50K
HS-grad,Male,40,White,36,Protective-serv,Married-civ-spouse,9,119272,0,Husband,State-gov,7298,>50K
HS-grad,Male,20,White,33,Farming-fishing,Never-married,9,85043,0,Not-in-family,Private,0,<=50K
Some-college,Female,40,Black,22,Protective-serv,Never-married,10,293364,0,Own-child,State-gov,0,<=50K
Bachelors,Male,42,White,43,Sales,Never-married,13,241895,0,Not-in-family,Self-emp-not-inc,0,<=50K
Bachelors,Male,25,White,31,Prof-specialty,Never-married,13,156464,0,Own-child,Private,0,<=50K
Bachelors,Male,40,White,33,Exec-managerial,Married-civ-spouse,13,117963,0,Husband,Private,0,>50K
HS-grad,Male,40,White,26,Other-service,Married-civ-spouse,9,192262,0,Husband,Private,0,<=50K
Bachelors,Male,40,White,33,Exec-managerial,Married-civ-spouse,13,111363,0,Husband,Private,0,>50K
11th,Male,30,White,46,Transport-moving,Married-civ-spouse,7,329752,0,Husband,Local-gov,0,<=50K
HS-grad,Male,40,White,38,Adm-clerical,Married-civ-spouse,9,95432,0,Husband,Federal-gov,0,>50K
11th,Male,40,Other,65,Other-service,Widowed,7,161400,0,Unmarried,Private,0,<=50K
Assoc-voc,Male,40,White,40,Tech-support,Married-civ-spouse,11,96129,0,Husband,Private,0,>50K
HS-grad,Female,35,White,42,Adm-clerical,Married-civ-spouse,9,111949,0,Wife,Private,0,<=50K
10th,Female,24,White,36,Other-service,Married-civ-spouse,6,348022,0,Wife,Private,0,<=50K
Masters,Male,40,White,62,Prof-specialty,Married-civ-spouse,14,270092,0,Husband,Private,0,>50K
Bachelors,Male,45,White,43,Transport-moving,Married-civ-spouse,13,180609,0,Husband,Private,0,<=50K
Bachelors,Male,45,White,43,Exec-managerial,Divorced,13,174575,1564,Not-in-family,Private,0,>50K
HS-grad,Male,55,White,22,Sales,Married-spouse-absent,9,410439,0,Not-in-family,Private,0,<=50K
HS-grad,Male,40,White,28,Craft-repair,Married-civ-spouse,9,92262,0,Husband,Private,0,<=50K
Some-college,Male,45,White,56,Sales,Married-civ-spouse,10,183081,0,Husband,Self-emp-not-inc,0,<=50K
Assoc-acdm,Female,15,White,22,Sales,Never-married,12,362589,0,Not-in-family,Private,0,<=50K
Bachelors,Female,45,White,57,Exec-managerial,Divorced,13,212448,0,Not-in-family,Private,0,>50K
HS-grad,Female,40,White,39,Sales,Divorced,9,481060,0,Unmarried,Private,0,<=50K
Some-college,Female,15,White,26,Adm-clerical,Never-married,10,185885,0,Unmarried,Federal-gov,0,<=50K
11th,Male,10,White,17,Other-service,Never-married,7,89821,0,Own-child,Private,0,<=50K
Assoc-voc,Male,38,White,40,Machine-op-inspct,Married-civ-spouse,11,184018,0,Husband,State-gov,0,>50K
HS-grad,Male,40,Black,45,Machine-op-inspct,Married-civ-spouse,9,256649,0,Husband,Private,0,<=50K
HS-grad,Male,40,Black,44,Craft-repair,Never-married,9,160323,0,Not-in-family,Private,0,<=50K
Some-college,Female,10,White,20,Adm-clerical,Never-married,10,350845,0,Own-child,Local-gov,0,<=50K
HS-grad,Female,40,White,33,Craft-repair,Married-civ-spouse,9,267404,0,Wife,Private,0,<=50K
Some-college,Male,40,White,23,Sales,Never-married,10,35633,0,Not-in-family,Private,0,<=50K
Masters,Male,30,White,46,Exec-managerial,Divorced,14,80914,0,Not-in-family,Self-emp-not-inc,0,<=50K
HS-grad,Male,50,White,38,Sales,Married-civ-spouse,9,172927,0,Husband,Private,0,<=50K
HS-grad,Male,40,White,54,Transport-moving,Divorced,9,174319,0,Not-in-family,Private,0,<=50K
5th-6th,Female,45,White,46,Craft-repair,Divorced,3,214955,2339,Not-in-family,Private,0,<=50K
Some-college,Male,40,White,25,Craft-repair,Married-civ-spouse,10,344991,0,Husband,Private,0,<=50K
Some-college,Female,40,White,46,Sales,Divorced,10,108699,0,Not-in-family,Private,0,<=50K
Some-college,Female,40,White,36,Transport-moving,Married-civ-spouse,10,117312,0,Wife,Local-gov,0,<=50K
HS-grad,Female,25,White,23,Other-service,Never-married,9,396099,0,Not-in-family,Private,0,<=50K
HS-grad,Male,40,White,29,Machine-op-inspct,Separated,9,134152,0,Not-in-family,Private,0,<=50K
Some-college,Female,6,White,44,Adm-clerical,Married-civ-spouse,10,162028,2415,Wife,Private,0,>50K
Some-college,Female,16,White,19,Adm-clerical,Never-married,10,25429,0,Own-child,Private,0,<=50K
HS-grad,Female,40,White,19,Other-service,Never-married,9,232392,0,Other-relative,Private,0,<=50K
HS-grad,Female,40,White,35,Other-service,Married-civ-spouse,9,220098,0,Wife,Private,0,>50K
Bachelors,Male,50,White,27,Craft-repair,Never-married,13,301302,0,Not-in-family,Private,0,<=50K
Assoc-acdm,Male,40,White,46,Craft-repair,Separated,12,277946,0,Not-in-family,Self-emp-not-inc,0,<=50K
HS-grad,Female,35,White,34,Other-service,Never-married,9,196164,0,Not-in-family,Private,0,<=50K
Some-college,Male,40,White,44,Tech-support,Married-civ-spouse,10,115562,0,Husband,Private,0,<=50K
Some-college,Female,40,White,45,Handlers-cleaners,Divorced,10,96975,0,Unmarried,Private,0,<=50K
Bachelors,Male,55,White,25,Exec-managerial,Married-civ-spouse,13,86872,0,Husband,Private,0,>50K
Bachelors,Male,50,White,52,Exec-managerial,Married-civ-spouse,13,132178,0,Husband,Self-emp-inc,0,>50K
Some-college,Male,40,White,20,Handlers-cleaners,Never-married,10,416103,0,Own-child,Private,0,<=50K
Some-college,Female,40,White,28,Other-service,Never-married,10,108574,0,Not-in-family,Private,0,<=50K
Bachelors,Male,40,White,50,Protective-serv,Married-civ-spouse,13,288353,0,Husband,State-gov,0,>50K
Assoc-voc,Female,64,White,34,Tech-support,Divorced,11,227689,0,Not-in-family,Private,0,<=50K
Masters,Male,65,White,41,Exec-managerial,Married-civ-spouse,14,445382,1977,Husband,Private,0,>50K
HS-grad,Male,40,White,28,Adm-clerical,Married-civ-spouse,9,110145,0,Husband,Private,0,<=50K
HS-grad,Male,25,White,46,Craft-repair,Married-civ-spouse,9,317253,0,Husband,Self-emp-not-inc,0,<=50K
Some-college,Male,50,White,32,Exec-managerial,Married-civ-spouse,10,364657,0,Husband,Private,0,<=50K
Some-college,Female,24,Black,41,Other-service,Divorced,10,42346,0,Not-in-family,Local-gov,0,<=50K
HS-grad,Female,40,Black,24,Handlers-cleaners,Never-married,9,241951,0,Unmarried,Private,0,<=50K
Some-college,Female,40,White,33,Exec-managerial,Divorced,10,118500,0,Unmarried,Private,0,<=50K
Doctorate,Male,60,White,46,Exec-managerial,Married-civ-spouse,16,188386,0,Husband,Private,15024,>50K
Some-college,Male,40,White,31,Machine-op-inspct,Married-civ-spouse,10,1033222,0,Husband,State-gov,0,<=50K
12th,Male,50,White,35,Craft-repair,Divorced,8,92440,0,Not-in-family,Private,0,>50K
11th,Female,19,White,30,Other-service,Never-married,7,426017,0,Own-child,Private,0,<=50K
11th,Male,40,Black,34,Machine-op-inspct,Separated,7,243867,0,Not-in-family,Local-gov,0,<=50K
HS-grad,Female,40,White,34,Transport-moving,Divorced,9,240283,0,Unmarried,State-gov,0,<=50K
Some-college,Male,30,White,20,Sales,Married-civ-spouse,10,61777,0,Husband,Private,0,<=50K
11th,Male,18,White,17,Handlers-cleaners,Never-married,7,175024,0,Own-child,Private,2176,<=50K
Bachelors,Female,40,White,32,Exec-managerial,Married-civ-spouse,13,92003,0,Wife,State-gov,0,>50K
HS-grad,Male,40,White,29,Farming-fishing,Divorced,9,188401,0,Not-in-family,Private,0,<=50K
10th,Female,35,White,33,Craft-repair,Never-married,6,228528,0,Unmarried,Private,0,<=50K
HS-grad,Male,60,White,25,Transport-moving,Married-civ-spouse,9,133373,0,Husband,Private,0,<=50K
Masters,Male,40,White,36,Prof-specialty,Never-married,14,255191,1408,Not-in-family,Federal-gov,0,<=50K
HS-grad,Male,40,White,63,Exec-managerial,Married-civ-spouse,9,222289,0,Husband,Self-emp-inc,0,>50K
Masters,Male,40,White,47,Prof-specialty,Married-civ-spouse,14,287480,0,Husband,Local-gov,0,<=50K
Bachelors,Female,40,White,40,Prof-specialty,Married-spouse-absent,13,204116,0,Not-in-family,Self-emp-not-inc,2174,<=50K
Assoc-acdm,Female,25,White,30,Other-service,Married-civ-spouse,12,29662,0,Wife,Private,0,>50K
Masters,Male,50,White,33,Prof-specialty,Married-civ-spouse,14,208405,0,Husband,Private,0,>50K
HS-grad,Male,60,Black,34,Farming-fishing,Never-married,9,284843,0,Not-in-family,Local-gov,594,<=50K
Some-college,Female,40,White,34,Protective-serv,Never-married,10,117018,0,Not-in-family,Local-gov,0,<=50K
Some-college,Male,40,White,23,Adm-clerical,Married-civ-spouse,10,81281,0,Husband,Private,0,<=50K
Some-college,Female,40,White,42,Adm-clerical,Married-civ-spouse,10,340148,0,Wife,Local-gov,0,<=50K
Bachelors,Male,40,White,29,Prof-specialty,Never-married,13,363425,0,Not-in-family,Private,0,<=50K
HS-grad,Female,28,White,45,Adm-clerical,Divorced,9,45857,0,Not-in-family,Private,0,<=50K
HS-grad,Male,40,White,24,Armed-Forces,Never-married,9,191073,0,Own-child,Federal-gov,0,<=50K
Some-college,Male,40,White,44,Prof-specialty,Married-civ-spouse,10,116632,0,Husband,Private,0,>50K
Some-college,Male,35,White,20,Sales,Never-married,10,298227,0,Not-in-family,Private,0,<=50K
HS-grad,Female,40,Black,44,Exec-managerial,Widowed,9,290521,0,Unmarried,Private,0,<=50K
HS-grad,Male,40,Amer-Indian-Eskimo,51,Craft-repair,Married-civ-spouse,9,56915,0,Husband,Private,0,<=50K
HS-grad,Male,40,White,20,Machine-op-inspct,Married-civ-spouse,9,146538,0,Husband,Private,0,<=50K
HS-grad,Female,40,Black,19,Machine-op-inspct,Never-married,9,206399,0,Own-child,Private,0,<=50K
Some-college,Male,55,White,45,Craft-repair,Married-civ-spouse,10,197332,0,Husband,Self-emp-inc,0,>50K
HS-grad,Male,40,White,60,Craft-repair,Married-civ-spouse,9,245062,0,Husband,Private,0,>50K
HS-grad,Female,40,White,44,Sales,Married-civ-spouse,9,234885,0,Wife,Self-emp-not-inc,0,>50K
Assoc-voc,Male,40,Asian-Pac-Islander,40,Machine-op-inspct,Married-civ-spouse,11,72887,0,Husband,Private,0,>50K
HS-grad,Female,40,White,30,Exec-managerial,Married-civ-spouse,9,180374,0,Wife,Private,0,<=50K
Some-college,Male,50,Black,38,Transport-moving,Married-civ-spouse,10,351299,0,Husband,Private,0,<=50K
HS-grad,Male,60,White,23,Transport-moving,Married-civ-spouse,9,54012,0,Husband,Private,0,<=50K
Assoc-acdm,Male,40,White,44,Farming-fishing,Never-married,12,116632,0,Own-child,Private,0,<=50K
HS-grad,Male,40,Black,54,Transport-moving,Married-civ-spouse,9,288825,0,Husband,Local-gov,0,<=50K
Bachelors,Male,50,White,32,Prof-specialty,Married-civ-spouse,13,132601,0,Husband,Private,0,<=50K
1st-4th,Male,40,White,50,Craft-repair,Married-spouse-absent,2,193374,0,Unmarried,Private,0,<=50K
Bachelors,Female,20,White,24,Tech-support,Never-married,13,170070,0,Not-in-family,Private,0,<=50K
HS-grad,Female,60,White,37,Adm-clerical,Married-civ-spouse,9,126708,0,Wife,Private,0,<=50K
HS-grad,Male,40,White,52,Transport-moving,Divorced,9,35598,0,Unmarried,Private,0,<=50K
Some-college,Male,40,White,38,Transport-moving,Married-civ-spouse,10,33983,0,Husband,Private,0,<=50K
Masters,Male,45,White,49,Exec-managerial,Married-civ-spouse,14,192776,1977,Husband,Private,0,>50K
Bachelors,Female,16,White,30,Tech-support,Married-civ-spouse,13,118551,0,Wife,Private,0,>50K
Some-college,Male,40,White,60,Prof-specialty,Never-married,10,201965,0,Unmarried,Private,0,>50K
HS-grad,Male,40,White,35,Craft-repair,Never-married,9,285020,0,Not-in-family,Private,0,<=50K
HS-grad,Male,60,White,30,Transport-moving,Never-married,9,303990,0,Not-in-family,Private,0,<=50K
Assoc-voc,Female,24,White,67,Other-service,Divorced,11,49401,0,Not-in-family,Private,0,<=50K
Bachelors,Female,40,White,46,Craft-repair,Never-married,13,279196,0,Not-in-family,Private,0,<=50K
9th,Male,6,White,17,Other-service,Never-married,5,211870,0,Not-in-family,Private,0,<=50K
Some-college,Male,30,White,22,Handlers-cleaners,Never-married,10,281432,0,Own-child,Private,0,<=50K
10th,Male,40,White,27,Other-service,Never-married,6,161155,0,Not-in-family,Private,0,<=50K
HS-grad,Female,35,White,23,Other-service,Never-married,9,197904,0,Unmarried,Private,0,<=50K
Some-college,Male,20,White,43,Craft-repair,Married-civ-spouse,10,170721,0,Husband,Self-emp-not-inc,0,<=50K
Bachelors,Male,20,White,28,Prof-specialty,Never-married,13,70100,0,Not-in-family,State-gov,0,<=50K
HS-grad,Female,40,White,41,Craft-repair,Married-spouse-absent,9,193626,0,Unmarried,Private,0,<=50K
Some-college,Female,20,Black,25,Adm-clerical,Married-spouse-absent,10,189775,0,Own-child,Private,0,<=50K
HS-grad,Male,45,White,59,Transport-moving,Married-civ-spouse,9,286967,0,Husband,Local-gov,0,<=50K
Bachelors,Female,40,White,45,Prof-specialty,Divorced,13,164427,0,Unmarried,Local-gov,0,<=50K
Bachelors,Male,60,White,38,Sales,Married-civ-spouse,13,91039,0,Husband,Private,15024,>50K
HS-grad,Female,35,White,40,Other-service,Never-married,9,347934,0,Not-in-family,Private,0,<=50K
HS-grad,Male,40,White,46,Adm-clerical,Divorced,9,371373,0,Not-in-family,Federal-gov,0,<=50K
Assoc-acdm,Female,60,White,35,Exec-managerial,Never-married,12,32220,0,Not-in-family,Private,0,<=50K
HS-grad,Female,25,White,34,Prof-specialty,Divorced,9,187251,0,Unmarried,Private,0,<=50K
Bachelors,Male,20,White,33,Craft-repair,Never-married,13,178107,0,Own-child,Private,0,<=50K
HS-grad,Female,36,White,41,Adm-clerical,Divorced,9,343121,0,Unmarried,Private,0,<=50K
Some-college,Male,40,White,20,Machine-op-inspct,Never-married,10,262749,0,Own-child,Private,0,<=50K
Some-college,Female,35,White,26,Prof-specialty,Never-married,10,64293,0,Not-in-family,Private,0,<=50K
HS-grad,Male,40,White,62,Transport-moving,Married-civ-spouse,9,114060,0,Husband,Local-gov,0,<=50K
Some-college,Male,40,White,52,Adm-clerical,Married-civ-spouse,10,48925,0,Husband,Private,0,<=50K
Bachelors,Female,40,White,25,Sales,Never-married,13,181054,0,Not-in-family,Private,0,<=50K
Bachelors,Male,40,Black,24,Exec-managerial,Never-married,13,388093,0,Not-in-family,Private,0,<=50K
Some-college,Male,8,White,19,Protective-serv,Never-married,10,249609,0,Own-child,Private,0,<=50K
Some-college,Male,40,White,43,Exec-managerial,Married-civ-spouse,10,112131,0,Husband,Private,0,<=50K
HS-grad,Female,40,Black,47,Adm-clerical,Separated,9,543162,0,Unmarried,Local-gov,0,<=50K
HS-grad,Female,40,White,39,Other-service,Divorced,9,91996,0,Unmarried,Private,0,<=50K
Assoc-voc,Male,42,White,49,Handlers-cleaners,Married-spouse-absent,11,141944,1380,Unmarried,Private,0,<=50K
Assoc-voc,Male,45,White,32,Craft-repair,Never-married,11,37070,0,Not-in-family,Private,0,<=50K
Some-college,Male,50,White,34,Prof-specialty,Married-civ-spouse,10,337587,0,Husband,Private,0,>50K
HS-grad,Male,45,White,28,Craft-repair,Divorced,9,189346,0,Not-in-family,Private,0,<=50K
Some-college,Female,20,Amer-Indian-Eskimo,25,Adm-clerical,Never-married,10,267044,0,Not-in-family,Private,0,<=50K
Bachelors,Male,50,White,34,Prof-specialty,Married-civ-spouse,13,108116,0,Husband,Private,0,>50K
Bachelors,Male,80,White,38,Exec-managerial,Married-civ-spouse,13,99146,0,Husband,Self-emp-inc,15024,>50K
HS-grad,Male,50,White,50,Exec-managerial,Married-civ-spouse,9,196232,0,Husband,Private,7688,>50K
Some-college,Male,50,Black,24,Handlers-cleaners,Divorced,10,248344,0,Not-in-family,Local-gov,0,<=50K
Some-college,Male,45,White,37,Tech-support,Married-civ-spouse,10,186035,0,Husband,Local-gov,0,>50K
Some-college,Male,58,White,44,Machine-op-inspct,Divorced,10,177905,0,Unmarried,Private,0,>50K
Some-college,Female,40,White,28,Sales,Married-civ-spouse,10,85812,0,Wife,Private,0,<=50K
Bachelors,Male,40,White,42,Exec-managerial,Married-civ-spouse,13,221172,0,Husband,Private,0,>50K
Some-college,Female,9,White,74,Adm-clerical,Divorced,10,99183,0,Not-in-family,Private,0,<=50K
HS-grad,Male,50,White,38,Craft-repair,Married-civ-spouse,9,190387,0,Husband,Self-emp-not-inc,0,<=50K
Masters,Male,40,White,44,Prof-specialty,Married-civ-spouse,14,202692,0,Husband,Self-emp-not-inc,0,<=50K
HS-grad,Male,40,White,26,Machine-op-inspct,Never-married,9,108658,0,Not-in-family,Private,0,<=50K
HS-grad,Male,40,Black,36,Other-service,Married-civ-spouse,9,197202,0,Husband,Private,0,<=50K
Assoc-acdm,Female,50,White,41,Exec-managerial,Married-civ-spouse,12,101739,0,Wife,Private,0,>50K
Prof-school,Male,48,White,67,Prof-specialty,Married-civ-spouse,15,231559,0,Husband,Private,20051,>50K
12th,Male,50,White,39,Tech-support,Married-civ-spouse,8,207853,0,Husband,Local-gov,0,<=50K
1st-4th,Female,30,Black,57,Priv-house-serv,Widowed,2,190942,0,Not-in-family,Private,0,<=50K
Assoc-voc,Male,40,White,29,Craft-repair,Separated,11,102345,0,Not-in-family,Private,0,<=50K
Bachelors,Female,45,White,31,Farming-fishing,Never-married,13,41493,0,Not-in-family,Self-emp-inc,0,<=50K
Some-college,Male,40,White,44,Transport-moving,Married-civ-spouse,10,210525,0,Husband,Private,0,<=50K
Doctorate,Male,40,White,29,Prof-specialty,Never-married,16,133937,0,Own-child,Private,0,<=50K
Some-college,Female,40,White,30,Handlers-cleaners,Never-married,10,237903,0,Unmarried,Private,0,<=50K
HS-grad,Male,40,White,27,Transport-moving,Never-married,9,163862,0,Not-in-family,Private,0,<=50K
Some-college,Male,50,White,27,Sales,Married-civ-spouse,10,201872,0,Husband,Private,0,<=50K
HS-grad,Female,45,White,32,Handlers-cleaners,Never-married,9,84179,0,Not-in-family,Private,0,<=50K
10th,Female,8,White,58,Other-service,Married-civ-spouse,6,51662,0,Wife,Private,0,<=50K
Some-college,Male,40,White,35,Protective-serv,Married-civ-spouse,10,233327,0,Husband,Local-gov,0,<=50K
HS-grad,Male,36,White,21,Handlers-cleaners,Never-married,9,259510,0,Own-child,Private,0,<=50K
Some-college,Male,40,White,28,Craft-repair,Never-married,10,184831,0,Unmarried,Private,0,<=50K
Some-college,Male,50,White,46,Exec-managerial,Divorced,10,245724,0,Not-in-family,Self-emp-not-inc,0,<=50K
HS-grad,Female,40,White,36,Other-service,Separated,9,27053,0,Unmarried,Self-emp-not-inc,0,<=50K
11th,Female,40,White,72,Adm-clerical,Widowed,7,205343,0,Unmarried,Private,0,<=50K
